Pub_year,Title,DOI,subject,top5_keywords
1983.0,une nouvelle famille de molecules les metallo catenanes,https://doi.org/10.1016/S0040-4039(00)94050-4,Chemistry,catenanes metallo famille nouvelle les une de molecules
1994.0,breaking the diffraction resolution limit by stimulated emission stimulated emission depletion fluorescence microscopy,https://doi.org/10.1364/OL.19.000780,Chemistry,stimulated emission breaking depletion fluorescence diffraction limit microscopy resolution
1972.0,calculation of ground and excited state potential surfaces of conjugated molecules i formulation and parametrization,https://doi.org/10.1021/ja00771a014,Chemistry,parametrization conjugated excited formulation calculation surfaces ground potential state molecules
1972.0,calculation of ground and excited state potential surfaces of conjugated molecules i formulation and parametrization,https://doi.org/10.1021/ja00771a014,Chemistry,parametrization conjugated excited formulation calculation surfaces ground potential state molecules
1984.0,metallic phase with long range orientational order and no translational symmetry,https://doi.org/10.1103/PhysRevLett.53.1951,Chemistry,orientational translational metallic symmetry long order phase range
1968.0,acylation methylation and carboxyalkylation of olefins by group viii metal derivatives,https://doi.org/10.1021/ja01022a034,Chemistry,carboxyalkylation acylation olefins methylation metal viii derivatives group
1968.0,allylation of aromatic compounds with organopalladium salts,https://doi.org/10.1021/ja01022a036,Chemistry,allylation organopalladium aromatic salts compounds
1968.0,the palladium catalyzed arylation of enol esters ethers and halides a new synthesis of 2 aryl aldehydes and ketones,https://doi.org/10.1021/ja01022a037,Chemistry,enol ketones arylation aldehydes ethers aryl esters palladium catalyzed halides
1968.0,the arylation of allylic alcohols with organopalladium compounds a new synthesis of 3 aryl aldehydes and ketones,https://doi.org/10.1021/ja01022a035,Chemistry,alcohols allylic ketones aldehydes organopalladium arylation aryl compounds synthesis new
1972.0,palladium catalyzed vinylic hydrogen substitution reactions with aryl benzyl and styryl halides,https://doi.org/10.1021/jo00979a024,Chemistry,styryl benzyl vinylic substitution aryl palladium catalyzed halides hydrogen reactions
1976.0,novel stereoselective alkenyl aryl coupling via nickel catalysed reaction of alkenylanes with aryl halides,https://doi.org/10.1039/C3976000596B,Chemistry,aryl catalysed alkenylanes stereoselective alkenyl via nickel coupling halides novel
1976.0,a novel stereospecific alkenyl alkenyl cross coupling by a palladium or nickel catalyzed reaction of alkenylalanes with alkenyl halides,https://doi.org/10.1021/ja00437a067,Chemistry,alkenyl alkenylalanes stereospecific nickel palladium coupling catalyzed halides cross novel
1979.0,a new stereospecific cross coupling by the palladium catalyzed reaction of 1 alkenylboranes with 1 alkenyl or 1 alkynyl halides,https://doi.org/10.1016/S0040-4039(01)95429-2,Chemistry,alkynyl alkenylboranes stereospecific alkenyl palladium coupling catalyzed halides cross reaction
2000.0,the complete atomic structure of the large ribosomal subunit at 2,,Chemistry,ribosomal subunit complete atomic large structure
2000.0,structure of functionally activated small ribosomal subunit at 3 3 a resolution,https://doi.org/10.1016/S0092-8674(00)00084-2,Chemistry,functionally ribosomal subunit activated resolution small structure
1995.0,improved green fluorescence,https://doi.org/10.1038/373663b0,Chemistry,green fluorescence improved
1995.0,understanding improving and using green fluorescent proteins,https://doi.org/10.1016/S0968-0004(00)89099-4,Chemistry,improving fluorescent green understanding proteins
1962.0,extraction purification and properties of aequorin a bioluminescent protein from the luminous hydromedusan aequorea,https://doi.org/10.1002/jcp.1030590302,Chemistry,hydromedusan aequorin bioluminescent extraction luminous aequorea purification properties protein
1974.0,chromatin structure a repeating unit of histones and dna,https://doi.org/10.1126/science.184.4139.868,Chemistry,histones repeating chromatin unit dna structure
1993.0,syntheses and activities of new single component ruthenium based olefin metathesis catalysts,https://doi.org/10.1021/ja00074a086,Chemistry,catalysts olefin ruthenium metathesis activities syntheses based component single new
1990.0,living ring opening metathesis polymerization catalyzed by well characterized transition metal alkylidene complexes,https://doi.org/10.1021/ar00173a007,Chemistry,opening alkylidene polymerization metathesis living catalyzed metal ring complexes transition
1992.0,appearance of water channels in xenopus oocytes expressing red cell chip28 water channel,,Chemistry,water chip28 xenopus channel channels expressing oocytes appearance red cell
1985.0,solution conformation of proteinase inhibitor iia from bull seminal plasma by 1h nuclear magnetic resonance and distance geometry,https://doi.org/10.1016/0022-2836(85)90347-X,Chemistry,seminal 1h bull iia geometry inhibitor proteinase conformation distance plasma
1988.0,Protein and polymer analyses up to m/z 100 000 by laser ionization timeofflight mass spectrometry,https://doi.org/10.1002/rcm.1290020802,Chemistry,timeofflight spectrometry polymer ionization analyses 100 laser 000 mass protein
1968.0,homogeneous catalysis in the decomposition of diazo compounds by copper chelates asymmetric carbenoid reactions,https://doi.org/10.1016/S0040-4020(01)91998-2,Chemistry,carbenoid chelates diazo copper catalysis decomposition homogeneous asymmetric compounds reactions
1968.0,catalytic asymmetric hydrogenation employing a soluble optically active rhodium complex,https://doi.org/10.1039/C19680001445,Chemistry,rhodium optically hydrogenation employing asymmetric soluble catalytic active complex
1980.0,the first practical method for asymmetric epoxidation,https://doi.org/10.1021/ja00538a077,Chemistry,epoxidation practical asymmetric first method
1977.0,synthesis of electrically conducting organic polymers halogen derivatives of polyacetylene ch x,https://doi.org/10.1039/C39770000578,Chemistry,electrically conducting polymers ch halogen polyacetylene derivatives organic synthesis
1977.0,electrical conductivity in doped polyacetylene,https://doi.org/10.1103/PhysRevLett.39.1098,Chemistry,conductivity polyacetylene doped electrical
1977.0,electrical conductivity in doped polyacetylene,https://doi.org/10.1103/PhysRevLett.39.1098,Chemistry,conductivity polyacetylene doped electrical
1977.0,synthesis of electrically conducting organic polymers halogen derivatives of polyacetylene ch x,https://doi.org/10.1039/C39770000578,Chemistry,electrically conducting polymers ch halogen polyacetylene derivatives organic synthesis
1977.0,electrical conductivity in doped polyacetylene,https://doi.org/10.1103/PhysRevLett.39.1098,Chemistry,conductivity polyacetylene doped electrical
1977.0,synthesis of electrically conducting organic polymers halogen derivatives of polyacetylene ch x,https://doi.org/10.1039/C39770000578,Chemistry,electrically conducting polymers ch halogen polyacetylene derivatives organic synthesis
1988.0,femtosecond real time observation of wave packet oscillations resonance in dissociation reactions,https://doi.org/10.1063/1.454408,Chemistry,packet real oscillations dissociation femtosecond wave observation resonance time reactions
1973.0,the influence of polarization functions on molecular orbital hydrogenation energies,https://doi.org/10.1007/BF00533485,Chemistry,hydrogenation polarization orbital functions influence energies molecular
1964.0,inhomogeneous electron gas,https://doi.org/10.1103/PhysRev.136.B864,Chemistry,inhomogeneous gas electron
1965.0,self consistent equations including exchange and correlation effects,https://doi.org/10.1103/PhysRev.140.A1133,Chemistry,self equations exchange consistent correlation including effects
1954.0,spectrophotometric study of the reaction of protein sulfhydryl groups with organic mercurials,https://doi.org/10.1021/ja01646a025,Chemistry,mercurials spectrophotometric sulfhydryl groups organic study reaction protein
1985.0,c 60 buckminsterfullerene,,Chemistry,buckminsterfullerene 60
1985.0,c 60 buckminsterfullerene,,Chemistry,buckminsterfullerene 60
1985.0,c 60 buckminsterfullerene,,Chemistry,buckminsterfullerene 60
1962.0,stable carbonium ions ii 1aoxocarbonium1b acylium tetrafluoroborates hexafluorophosphates hexafluoroantimonates and hexafluoroarsenates structure and chemical reactivity of acyl fluoride lewis acid fluoride complexes1c,https://doi.org/10.1021/ja00873a019,Chemistry,fluoride complexes1c hexafluorophosphates lewis hexafluoroantimonates hexafluoroarsenates acylium 1aoxocarbonium1b tetrafluoroborates reactivity
1959.0,the stereochemistry of complex inorganic compounds xxii stereospecific effects in complex ions1,https://doi.org/10.1021/ja01520a006,Chemistry,complex ions1 xxii inorganic stereochemistry stereospecific compounds effects
1984.0,x ray structure analysis of a membrane protein complex electron density map at 3 a resolution and a model of the chromophores of the photosynthetic reaction center from rhodopseudomonas viridis,https://doi.org/10.1016/S0022-2836(84)80011-X,Chemistry,chromophores center viridis rhodopseudomonas photosynthetic map model density ray resolution
1984.0,x ray structure analysis of a membrane protein complex electron density map at 3 a resolution and a model of the chromophores of the photosynthetic reaction center from rhodopseudomonas viridis,https://doi.org/10.1016/S0022-2836(84)80011-X,Chemistry,chromophores center viridis rhodopseudomonas photosynthetic map model density ray resolution
1984.0,x ray structure analysis of a membrane protein complex electron density map at 3 a resolution and a model of the chromophores of the photosynthetic reaction center from rhodopseudomonas viridis,https://doi.org/10.1016/S0022-2836(84)80011-X,Chemistry,chromophores center viridis rhodopseudomonas photosynthetic map model density ray resolution
1952.0,studies in stereochemistry x the rule of steric control of asymmetric induction in the syntheses of acyclic systems,https://doi.org/10.1021/ja01143a007,Chemistry,acyclic rule stereochemistry syntheses induction steric asymmetric control systems studies
1969.0,diaza polyoxa macrocycles et macrobicycles,https://doi.org/10.1016/S0040-4039(01)88299-X,Chemistry,macrobicycles macrocycles polyoxa diaza et
1967.0,cyclic polyethers and their complexes with metal salts,https://doi.org/10.1021/ja00986a052,Chemistry,polyethers cyclic salts metal complexes
1972.0,concepts in reaction dynamics,https://doi.org/10.1021/ar50053a001,Chemistry,concepts dynamics reaction
1956.0,a theory of phase determination for the four types of non centrosymmetric space groups 1p222 2p22 3p12 3p22,https://doi.org/10.1107/S0365110X56001741,Chemistry,3p22 3p12 2p22 1p222 centrosymmetric space groups types determination non
1956.0,a theory of phase determination for the four types of non centrosymmetric space groups 1p222 2p22 3p12 3p22,https://doi.org/10.1107/S0365110X56001741,Chemistry,3p22 3p12 2p22 1p222 centrosymmetric space groups types determination non
1963.0,solid phase peptide synthesis i the synthesis of a tetrapeptide,https://doi.org/10.1021/ja00897a025,Chemistry,synthesis tetrapeptide peptide solid phase
1952.0,rates and mechanisms of substitution in inorganic complexes in solution,https://doi.org/10.1021/cr60155a003,Chemistry,rates inorganic substitution mechanisms complexes solution
1962.0,physical principles in the construction of regular viruses,https://doi.org/10.1101/SQB.1962.027.001.005,Chemistry,construction physical principles regular viruses
1969.0,the conservation of orbital symmetry,https://doi.org/10.1002/anie.196907811,Chemistry,conservation symmetry orbital
1965.0,selection rules for concerted cycloaddition reactions,https://doi.org/10.1021/ja01087a034,Chemistry,cycloaddition concerted rules selection reactions
1965.0,stereochemistry of electrocyclic reactions,https://doi.org/10.1021/ja01080a054,Chemistry,electrocyclic stereochemistry reactions
1965.0,selection rules for sigmatropic reactions,https://doi.org/10.1021/ja01089a050,Chemistry,sigmatropic rules selection reactions
1953.0,zur reaktionsweise des pentaphenyl phosphors und einiger derivate,https://doi.org/10.1002/jlac.19535800107,Chemistry,einiger phosphors pentaphenyl reaktionsweise derivate zur und des
1958.0,directive effects in aromatic substitution .30. electrophilic substituent constants,,Chemistry,directive substituent electrophilic aromatic substitution constants 30 effects
1960.0,description of steric relationships across single bonds,https://doi.org/10.1007/BF02158433,Chemistry,relationships bonds steric across description single
1956.0,the specification of asymmetric configuration in organic chemistry,https://doi.org/10.1007/BF02157171,Chemistry,specification chemistry configuration asymmetric organic
1962.0,studies on the biosynthesis of cholesterol xvi chemical synthesis of 1 h2 3 2 c 14 and 1 d2 2 c 14 trans trans farnesyl pyrophosphate and their utilization in squalene biosynthesis,,Chemistry,biosynthesis trans 14 farnesyl utilization squalene xvi d2 pyrophosphate cholesterol
1936.0,molecular size distribution in linear condensation polymers1,https://doi.org/10.1021/ja01301a016,Chemistry,polymers1 condensation linear size distribution molecular
1937.0,the mechanism of vinyl polymerizations1,https://doi.org/10.1021/ja01281a007,Chemistry,polymerizations1 vinyl mechanism
1952.0,the structure of iron bis cyclopentadienyl,https://doi.org/10.1021/ja01128a527,Chemistry,cyclopentadienyl bis iron structure
1952.0,cyclopentadien metallkomplexe ein neuer typ metallorganischer verbindungen,https://doi.org/10.1515/znb-1952-0701,Chemistry,metallorganischer typ neuer cyclopentadien metallkomplexe verbindungen ein
1958.0,automatic recording apparatus for use in the chromatography of amino acids,https://doi.org/10.1021/ac60139a006,Chemistry,automatic recording chromatography apparatus amino acids
1958.0,chromatography of amino acids on sulfonated polystyrene resins an improved system,https://doi.org/10.1021/ac60139a005,Chemistry,resins sulfonated polystyrene improved chromatography amino acids system
1958.0,automatic recording apparatus for use in the chromatography of amino acids,https://doi.org/10.1021/ac60139a006,Chemistry,automatic recording chromatography apparatus amino acids
1965.0,analysis of the 4050 a group of the c 3 molecule,https://doi.org/10.1086/148262,Chemistry,4050 group molecule analysis
1961.0,the bakerian lecture the spectra and structures of free methyl and free methylene,https://doi.org/10.1098/rspa.1961.0120,Chemistry,free lecture methylene bakerian methyl structures spectra
1956.0,absorption spectrum of free ch3 and cd3 radicals,https://doi.org/10.1139/p56-059,Chemistry,cd3 ch3 radicals spectrum absorption free
1955.0,a modified colorimetric method for the estimation of n acetylamino sugars,,Chemistry,acetylamino estimation colorimetric modified sugars method
1956.0,the principles of conformational analysis,https://doi.org/10.1039/QR9561000044,Chemistry,conformational principles analysis
1947.0,the structure of molecules containing cyclohexane or pyranose rings,https://doi.org/10.3891/acta.chem.scand.01-0929,Chemistry,pyranose cyclohexane rings containing molecules structure
1931.0,reciprocal relations in irreversible processes ii,https://doi.org/10.1103/PhysRev.38.2265,Chemistry,reciprocal irreversible relations processes ii
1954.0,uber die kinetik sehr schnell verlaufender ionenreaktionen in wasseriger losung,https://doi.org/10.1524/zpch.1954.1.3_4.176,Chemistry,losung wasseriger ionenreaktionen verlaufender schnell sehr kinetik die uber
1952.0,the total synthesis of steroids1,https://doi.org/10.1021/ja01137a001,Chemistry,steroids1 total synthesis
1959.0,the mechanism of the diels alder reaction,https://doi.org/10.1016/S0040-4039(01)82764-7,Chemistry,alder diels mechanism reaction
1958.0,cis hydroxylation of a synthetic steroid intermediate with iodine silver acetate and wet acetic acid,https://doi.org/10.1021/ja01534a053,Chemistry,acetic wet acetate steroid hydroxylation silver iodine cis synthetic intermediate
1956.0,structure of vitamin b12,https://doi.org/10.1038/178064a0,Chemistry,b12 vitamin structure
1955.0,polymerisation von athylen und anderen olefinen,https://doi.org/10.1002/ange.19550671610,Chemistry,olefinen anderen athylen polymerisation von und
1960.0,structure of myoglobin a three dimensional fourier synthesis at 2 a resolution,https://doi.org/10.1038/185422a0,Chemistry,myoglobin fourier dimensional resolution synthesis structure
1960.0,structure of haemoglobin a three dimensional fourier synthesis at 5 5 a resolution obtained by x ray analysis,https://doi.org/10.1038/185416a0,Chemistry,haemoglobin fourier dimensional ray resolution obtained analysis synthesis structure
1952.0,the path of carbon in photosynthesis xx the steady state,https://doi.org/10.2172/915410,Chemistry,xx steady photosynthesis path carbon state
1950.0,the path of carbon in photosynthesis v paper chromatography and radioautography of the products,https://doi.org/10.1021/ja01160a080,Chemistry,radioautography photosynthesis path products chromatography carbon paper
1949.0,age determination by radiocarbon content world wide assay of natural radiocarbon,https://doi.org/10.1126/science.109.2827.227,Chemistry,radiocarbon world content assay wide natural age determination
1924.0,the processes at the mercury dropping cathode part i the deposition of metals,https://doi.org/10.1039/TF9241900692,Chemistry,deposition dropping mercury metals cathode processes part
2010.0,researches with the dropping mercury cathode part ii the polarograph,https://doi.org/10.1002/recl.19250440606,Chemistry,polarograph researches dropping mercury cathode ii part
1945.0,the free amino groups of insulin,https://doi.org/10.1042/bj0390507,Chemistry,insulin amino groups free
1955.0,the disulphide bonds of insulin,https://doi.org/10.1042/bj0600541,Chemistry,disulphide bonds insulin
1955.0,disulphide interchange reactions,https://doi.org/10.1042/bj0600535,Chemistry,interchange disulphide reactions
1945.0,studies on phosphorylation .2. the reaction of dialkyl phosphites with polyhalogen compounds in presence of bases - a new method for the phosphorylation of amines,https://doi.org/10.1039/JR9450000660,Chemistry,phosphorylation polyhalogen phosphites dialkyl amines bases compounds presence studies reaction
1945.0,studies on phosphorylation .1. dibenzyl chlorophosphonate as a phosphorylating agent,https://doi.org/10.1039/JR9450000382,Chemistry,phosphorylating chlorophosphonate dibenzyl phosphorylation agent studies
1938.0,333 the activation energy of organic reactions part iv transmission of substituent influences in ester hydrolysis,https://doi.org/10.1039/JR9380001801,Chemistry,ester influences 333 substituent iv hydrolysis activation transmission organic part
1934.0,227 on the factors determining the velocity of reactions in solution molecular statistics of the benzoylation of amines,https://doi.org/10.1039/JR9340001079,Chemistry,benzoylation 227 statistics amines factors determining velocity solution molecular reactions
1935.0,Chemical kinetics and chain reactions,,Chemistry,kinetics chain chemical reactions
1953.0,the synthesis of an octapeptide amide with the hormonal activity of oxytocin,https://doi.org/10.1021/ja01115a553,Chemistry,oxytocin octapeptide amide hormonal activity synthesis
1954.0,the synthesis of oxytocin1,https://doi.org/10.1021/ja01641a004,Chemistry,oxytocin1 synthesis
1921.0,uber neue organische phosphorverbindungen iv phosphinimine,https://doi.org/10.1002/hlca.19210040192,Chemistry,phosphinimine phosphorverbindungen organische neue iv uber
1920.0,einwirkungen von aliphatischen diazoverbindungen auf thioketone,https://doi.org/10.1002/hlca.19200030178,Chemistry,thioketone diazoverbindungen aliphatischen einwirkungen auf von
1919.0,uber neue organische phosphorverbindungen iii phosphinmethylenderivate und phosphinimine,https://doi.org/10.1002/hlca.19190020164,Chemistry,phosphinmethylenderivate phosphinimine phosphorverbindungen organische neue iii und uber
1941.0,a new form of chromatogram employing two liquid phases a theory of chromatography 2 application to the micro determination of the higher monoamino acids in proteins,https://doi.org/10.1016/0968-0004(77)90204-3,Chemistry,monoamino chromatogram micro employing phases chromatography application determination higher liquid
1941.0,a new form of chromatogram employing two liquid phases a theory of chromatography 2 application to the micro determination of the higher monoamino acids in proteins,https://doi.org/10.1016/0968-0004(77)90204-3,Chemistry,monoamino chromatogram micro employing phases chromatography application determination higher liquid
1946.0,radioactive element 94 from deuterons on uranium,https://doi.org/10.1103/PhysRev.69.366.2,Chemistry,deuterons uranium 94 radioactive element
1940.0,radioactive element 93,https://doi.org/10.1103/PhysRev.57.1185.2,Chemistry,93 radioactive element
1928.0,synthesen in der hydroaromatischen reihe,https://doi.org/10.1002/jlac.19284600106,Chemistry,reihe hydroaromatischen synthesen der
1928.0,synthesen in der hydroaromatischen reihe,https://doi.org/10.1002/jlac.19284600106,Chemistry,reihe hydroaromatischen synthesen der
1933.0,attainment of temperatures below 1 absolute by demagnetization ofgd2 so4 3 8h2o,https://doi.org/10.1103/PhysRev.43.768,Chemistry,8h2o so4 ofgd2 demagnetization attainment absolute temperatures
1937.0,a new apparatus for electrophoretic analysis of colloidal mixtures,https://doi.org/10.1039/TF9373300524,Chemistry,colloidal mixtures electrophoretic apparatus analysis new
1937.0,electrophoresis of serum globulin electrophoretic analysis of normal and immune sera,https://doi.org/10.1042/bj0311464,Chemistry,sera globulin electrophoretic immune electrophoresis serum normal analysis
1917.0,lxxv a theory of the mechanism of the phytochemical synthesis of certain alkaloids,https://doi.org/10.1039/CT9171100876,Chemistry,alkaloids phytochemical lxxv certain mechanism synthesis
1936.0,the inactivation of crystalline tobacco mosaic virus protein,https://doi.org/10.1126/science.83.2165.626,Chemistry,mosaic tobacco inactivation crystalline virus protein
1936.0,chemical studies on the virus of tobacco mosaic vi the isolation from diseased turkish tobacco plants of a crystalline protein possessing the properties of tobacco mosaic virus,,Chemistry,tobacco mosaic virus vi possessing turkish diseased plants crystalline isolation
1926.0,the isolation and crystallization of the enzyme urease preliminary paper,,Chemistry,urease crystallization preliminary isolation enzyme paper
1932.0,the enzymatic fission and synthesis of asparaginic acid.,,Chemistry,asparaginic fission enzymatic acid synthesis
1939.0,uber den nachweis und das verhalten der bei der bestrahlung des urans mittels neutronen entstehenden erdalkalimetalle,https://doi.org/10.1007/BF01488241,Chemistry,der entstehenden erdalkalimetalle mittels urans bestrahlung neutronen verhalten nachweis bei
1923.0,the absorption and translocation of lead by plants a contribution to the application of the method of radioactive indicators in the investigation of the change of substance in plants,https://doi.org/10.1042/bj0170439,Chemistry,plants translocation indicators contribution investigation radioactive application absorption lead change
1923.0,hohere terpenverbindungen ix uber die totalsynthese des d l nerolidols und des farnesols,https://doi.org/10.1002/hlca.19230060151,Chemistry,des farnesols nerolidols totalsynthese terpenverbindungen ix hohere die und uber
1923.0,hohere terpenverbindungen viii uber die konstitution des nerolidols peruviol,https://doi.org/10.1002/hlca.19230060150,Chemistry,peruviol nerolidols konstitution terpenverbindungen hohere viii die uber des
1925.0,hohere terpenverbindungen xxiv ringbildungen bei sesquiterpenen totalsynthese des bisabolens und eines hexahydro cadalins,https://doi.org/10.1002/hlca.19250080144,Chemistry,cadalins hexahydro bisabolens sesquiterpenen ringbildungen eines xxiv totalsynthese terpenverbindungen hohere
1935.0,uber androstendion einen hochwirksamen mannlichen pragungsstoff ein beitrag zur genese der keimdrusenhormone,https://doi.org/10.1515/bchm2.1935.237.1-3.75,Chemistry,keimdrusenhormone genese pragungsstoff mannlichen hochwirksamen androstendion einen beitrag ein zur
1934.0,zur isolierung und charakterisierung des corpus luteum hormons,https://doi.org/10.1002/cber.19340670831,Chemistry,hormons charakterisierung luteum corpus isolierung zur und des
1935.0,notiz uber ein isomeres allo pregnanol 3 on 20,https://doi.org/10.1002/cber.19350680934,Chemistry,pregnanol allo isomeres notiz 20 ein uber
1934.0,uber androsteron iii isolierung eines neuen physiologisch unwirksamen sterinderivates aus mannerharn seine verknupfung mit dehydro androsteron und androsteron ein beitrag zur konstitution des androsterons,https://doi.org/10.1515/bchm2.1934.229.4-6.192,Chemistry,androsteron seine mannerharn physiologisch sterinderivates verknupfung unwirksamen eines androsterons dehydro
1935.0,uber testosteron umwandlung des dehydro androsterons in androstendiol und testosteron ein weg zur darstellung des testosterons aus cholesterin,https://doi.org/10.1515/bchm2.1935.237.1-3.89,Chemistry,testosteron des testosterons androstendiol weg umwandlung cholesterin darstellung androsterons dehydro
1934.0,uberfuhrung des pregnandiols in corpus luteum hormon,https://doi.org/10.1002/cber.19340671126,Chemistry,hormon pregnandiols uberfuhrung luteum corpus des
1933.0,mikro bestimmung von acetyl benzoyl und c methylgruppen,https://doi.org/10.1002/cber.19330660922,Chemistry,methylgruppen benzoyl bestimmung acetyl mikro von und
1928.0,the structure of carbohydrates,https://doi.org/10.1002/hlca.19280110166,Chemistry,carbohydrates structure
1928.0,lxxxiii polysaccharides part i the structure of inulin,https://doi.org/10.1039/JR9280000619,Chemistry,inulin polysaccharides lxxxiii part structure
1931.0,zur kenntnis des vitamins a aus fischtranen,https://doi.org/10.1002/hlca.19310140511,Chemistry,fischtranen vitamins kenntnis aus zur des
1912.0,zur theorie der spezifischen warmen,https://doi.org/10.1002/andp.19123441404,Chemistry,warmen spezifischen theorie zur der
1934.0,artificial production of a new kind of radio element,https://doi.org/10.1038/133201a0,Chemistry,radio artificial kind element production new
1932.0,a hydrogen isotope of mass 2,https://doi.org/10.1103/PhysRev.39.164,Chemistry,isotope hydrogen mass
1918.0,the adsorption of gases on plane surfaces of glass mica and platinum,https://doi.org/10.1021/ja02242a004,Chemistry,glass mica platinum plane gases surfaces adsorption
1917.0,the constitution and fundamental properties of solids and liquids ii liquids 1,https://doi.org/10.1021/ja02254a006,Chemistry,liquids fundamental solids constitution ii properties
1917.0,the constitution and fundamental properties of solids and liquids,https://doi.org/10.1016/S0016-0032(17)90938-X,Chemistry,fundamental solids constitution liquids properties
1917.0,the constitution and fundamental properties of solids and liquids part ii liquids,https://doi.org/10.1016/S0016-0032(17)90088-2,Chemistry,liquids fundamental solids constitution ii part properties
1913.0,formation of anthracite,,Chemistry,anthracite formation
1913.0,ABSORBING AMMONIA AND APPARATUS THEREFOR,,Chemistry,therefor ammonia absorbing apparatus
1926.0,enzymatische spaltung von dipeptiden ii,https://doi.org/10.1515/bchm2.1926.157.1-3.122,Chemistry,dipeptiden enzymatische spaltung von ii
1924.0,untersuchungen uber die konstitution des colchicins,https://doi.org/10.1002/jlac.19244390106,Chemistry,colchicins untersuchungen konstitution die uber des
1925.0,uber ein in chloroform unlosliches glykosid aus digitalis blattern das gitoxin,https://doi.org/10.1002/cber.19250580818,Chemistry,gitoxin blattern digitalis glykosid unlosliches chloroform aus das ein uber
1922.0,uber den mechanismus der oxydationsvorgange,https://doi.org/10.1007/BF02322468,Chemistry,oxydationsvorgange mechanismus den uber der
1924.0,the ultra centrifuge a new instrument for the determination of size and distribution of size of particle in amicroscopic colloids,https://doi.org/10.1021/ja01677a011,Chemistry,size colloids amicroscopic centrifuge ultra instrument determination particle distribution new
1923.0,determination of size and distribution of size of particle by centrifugal methods,https://doi.org/10.1021/ja01665a016,Chemistry,size centrifugal determination particle methods distribution
1902.0,uber sichtbarmachung und grosenbestimmung ultramikoskopischer teilchen mit besonderer anwendung auf goldrubinglaser,https://doi.org/10.1002/andp.19023150102,Chemistry,goldrubinglaser besonderer teilchen grosenbestimmung ultramikoskopischer sichtbarmachung anwendung auf mit und
1905.0,method of determination of carbon and hydrogen in organic compounds,,Chemistry,carbon organic determination compounds hydrogen method
1919.0,the possibility of separating isotopes.,,Chemistry,isotopes separating possibility
1914.0,cxxxii the atomic weight of lead from ceylon thorite,https://doi.org/10.1039/CT9140501402,Chemistry,cxxxii thorite ceylon weight lead atomic
1911.0,der energieinhalt fester stoffe,https://doi.org/10.1002/andp.19113411207,Chemistry,stoffe fester energieinhalt der
1911.0,spezifische warme und quantentheorie,https://doi.org/10.1002/bbpc.19110171809,Chemistry,quantentheorie warme spezifische und
1913.0,uber die technische darstellung von ammoniak aus den elementen,https://doi.org/10.1002/bbpc.19130190201,Chemistry,elementen ammoniak technische darstellung den aus von die uber
1913.0,untersuchungen uber die anthocyane i uber den farbstoff der kornblume,https://doi.org/10.1002/jlac.19134010205,Chemistry,uber kornblume anthocyane farbstoff untersuchungen den die der
1913.0,zur kenntnis der hydrolyse von cellulose i,https://doi.org/10.1002/cber.191304602174,Chemistry,hydrolyse kenntnis cellulose zur von der
1905.0,a revision of the atomic weights of sodium and chlorine 1,https://doi.org/10.1021/ja01983a001,Chemistry,revision chlorine weights atomic sodium
1900.0,regarding some new organometallic combinations of magnesium and their application to alcohol synthesis and hydrocarbides.,,Chemistry,hydrocarbides organometallic regarding alcohol combinations magnesium application synthesis new
1902.0,lxxxiv the radioactivity of thorium compounds ii the cause and nature of radioactivity,https://doi.org/10.1039/CT9028100837,Chemistry,radioactivity thorium lxxxiv cause nature compounds ii
1993.0,isolation and characterization of autophagy defective mutants of saccharomyces cerevisiae,https://doi.org/10.1016/0014-5793(93)80398-E,Medicine,autophagy defective characterization cerevisiae saccharomyces mutants isolation
1977.0,A new sesquiterpene lactone-qinghaosu,,Medicine,qinghaosu lactone sesquiterpene new
1979.0,avermectins new family of potent anthelmintic agents producing organism and fermentation,https://doi.org/10.1128/AAC.15.3.361,Medicine,anthelmintic avermectins agents fermentation organism family potent producing new
1979.0,avermectins new family of potent anthelmintic agents efficacy of the b1a component,https://doi.org/10.1128/AAC.15.3.372,Medicine,b1a efficacy agents anthelmintic avermectins potent family component new
1971.0,the hippocampus as a spatial map preliminary evidence from unit activity in the freely moving rat,https://doi.org/10.1016/0006-8993(71)90358-1,Medicine,hippocampus freely moving preliminary spatial map rat unit evidence activity
1998.0,snarepins minimal machinery for membrane fusion,https://doi.org/10.1016/S0092-8674(00)81404-X,Medicine,minimal snarepins machinery fusion membrane
1962.0,adult frogs derived from the nuclei of single somatic cells,https://doi.org/10.1016/0012-1606(62)90043-X,Medicine,frogs somatic adult nuclei derived single cells
1962.0,the developmental capacity of nuclei taken from intestinal epithelium cells of feeding tadpoles,,Medicine,tadpoles epithelium intestinal feeding capacity taken developmental nuclei cells
1996.0,the dorsoventral regulatory gene cassette spatzle toll cactus controls the potent antifungal response in drosophila adults,https://doi.org/10.1016/S0092-8674(00)80172-5,Medicine,cactus spatzle toll cassette antifungal dorsoventral adults controls drosophila potent
1996.0,the dorsoventral regulatory gene cassette controls the potent antifungal response in drosophila adults,,Medicine,cassette antifungal dorsoventral adults controls drosophila potent regulatory response gene
1978.0,birth after the reimplantation of a human embryo,https://doi.org/10.1016/S0140-6736(78)92957-4,Medicine,reimplantation birth embryo human
1982.0,cloning yeast telomeres on linear plasmid vectors,https://doi.org/10.1016/0092-8674(82)90109-X,Medicine,plasmid vectors telomeres cloning linear yeast
